O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
38,38,18,17,28,9,1,2,18,39,99,80,11.5,40,0,2,0.5,0.0
45,46,15,39,36,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
39,39,41,20,34,23,1,3,18,37,54,80,12.0625,16,0,2,0.2,0.0
30,28,46,12,26,13,1,3,18,40,78,80,11.5,40,0,2,0.5,0.0
24,35,41,32,20,9,1,4,18,64,113,109,11.954128440366972,40,0,2,0.3669724770642202,0.0
43,12,47,23,28,31,1,9,11,55,208,80,13.025,0,0,2,0.0,0.0
43,44,45,24,31,7,1,4,18,3,79,133,11.488721804511279,54,14,2,0.40601503759398494,0.10526315789473684
10,41,30,39,27,42,1,9,14,4,205,120,11.366666666666667,46,0,2,0.38333333333333336,0.0
38,26,14,20,26,38,1,5,12,7,92,82,14.097560975609756,40,0,2,0.4878048780487805,0.0
34,40,10,20,15,5,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
13,41,24,38,22,9,1,2,16,43,9,80,12.0,40,0,2,0.5,0.0
22,18,17,22,29,23,1,2,18,37,177,80,13.0,0,0,2,0.0,0.0
35,44,13,19,33,22,1,3,10,1,48,115,12.486956521739131,23,0,2,0.2,0.0
44,45,25,38,32,19,1,4,10,1,84,161,11.596273291925465,64,41,2,0.39751552795031053,0.2546583850931677
14,17,24,16,28,9,1,4,18,25,91,80,11.0,40,0,2,0.5,0.0
41,46,39,30,23,23,1,4,18,75,11,80,12.0,40,0,2,0.5,0.0
38,40,46,38,25,42,1,8,14,4,114,137,11.467153284671532,42,0,2,0.30656934306569344,0.0
37,40,14,37,30,31,1,8,11,62,168,110,12.563636363636364,21,0,2,0.19090909090909092,0.0
43,36,37,19,34,9,1,4,18,25,91,80,11.0,40,0,2,0.5,0.0
42,50,15,25,33,26,1,3,10,68,56,165,12.636363636363637,0,26,2,0.0,0.15757575757575756
40,16,21,21,30,34,1,4,16,58,244,114,12.0,60,1,2,0.5263157894736842,0.008771929824561403
42,35,30,11,33,38,1,5,12,87,175,80,12.0,0,0,2,0.0,0.0
43,31,43,40,33,18,1,0,17,3,210,80,13.5,40,0,2,0.5,0.0
18,45,41,42,28,38,1,6,12,63,140,121,11.570247933884298,46,0,2,0.38016528925619836,0.0
18,45,17,35,26,23,1,4,18,17,82,111,12.108108108108109,14,0,2,0.12612612612612611,0.0
39,44,17,13,20,31,1,8,11,71,181,114,11.842105263157896,40,0,2,0.3508771929824561,0.0
20,24,17,42,28,22,1,2,10,1,19,80,13.5,0,0,2,0.0,0.0
35,46,18,38,39,9,1,3,18,35,21,80,12.075,18,0,2,0.225,0.0
35,50,16,37,30,43,1,2,18,72,66,104,13.14423076923077,0,0,2,0.0,0.0
18,16,12,21,36,19,1,3,10,51,105,80,13.0,0,0,2,0.0,0.0
37,36,18,20,34,40,1,4,18,35,4,80,12.5,40,0,2,0.5,0.0
29,34,23,49,29,22,1,3,10,68,56,80,12.5,0,0,2,0.0,0.0
38,34,45,24,35,34,1,2,16,82,136,80,11.0,40,0,2,0.5,0.0
43,39,20,10,25,4,1,3,18,23,237,80,12.0,40,0,2,0.5,0.0
37,24,30,46,20,23,1,4,18,37,209,124,10.28225806451613,41,0,2,0.33064516129032256,0.0
36,36,13,44,29,31,1,9,11,62,47,110,12.436363636363636,0,0,2,0.0,0.0
42,40,17,18,28,28,1,6,12,15,151,80,12.0125,0,0,2,0.0,0.0
40,42,20,19,22,45,1,4,16,11,112,124,11.451612903225806,50,4,2,0.4032258064516129,0.03225806451612903
12,17,37,37,36,22,1,3,10,1,48,80,12.55,18,0,2,0.225,0.0
37,40,25,10,31,44,1,3,18,3,137,80,12.0,40,0,2,0.5,0.0
40,16,20,40,24,22,1,2,10,68,26,80,12.0375,16,0,2,0.2,0.0
17,40,44,49,33,9,1,2,18,83,52,80,11.6375,15,0,2,0.1875,0.0
41,17,40,35,38,31,1,9,11,47,1,80,12.0,40,0,2,0.5,0.0
38,13,30,48,30,32,1,3,10,1,48,116,12.172413793103448,26,0,2,0.22413793103448276,0.0
25,17,25,40,26,28,1,6,12,65,69,84,11.666666666666666,22,0,2,0.2619047619047619,0.0
42,15,44,34,24,9,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
46,16,28,33,36,23,1,4,18,14,155,80,11.5125,40,0,2,0.5,0.0
41,32,19,42,32,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
24,16,45,29,27,31,1,8,11,34,214,111,11.234234234234235,40,0,2,0.36036036036036034,0.0
38,18,19,35,27,41,1,3,18,3,41,80,12.05,17,0,2,0.2125,0.0
43,41,23,23,33,9,1,4,18,38,70,80,12.5,40,0,2,0.5,0.0
40,18,41,14,38,9,1,3,18,39,142,80,12.5,0,0,2,0.0,0.0
14,20,28,40,27,41,1,3,18,3,41,80,12.05,17,0,2,0.2125,0.0
38,40,23,18,27,1,1,9,14,4,205,80,11.525,40,0,2,0.5,0.0
39,15,12,17,33,42,1,8,14,54,161,80,12.075,16,0,2,0.2,0.0
39,30,25,41,21,28,1,6,12,49,123,80,13.5,58,0,2,0.725,0.0
26,22,36,29,34,43,1,2,18,14,62,80,12.0,0,0,2,0.0,0.0
30,41,35,11,31,40,1,3,18,39,142,80,12.4875,0,0,2,0.0,0.0
22,14,12,45,35,19,1,3,10,74,105,80,12.0125,40,0,2,0.5,0.0
45,49,45,11,26,23,1,2,18,37,177,114,12.833333333333334,0,0,2,0.0,0.0
19,37,22,14,20,5,1,3,16,88,171,80,11.0125,40,0,2,0.5,0.0
39,34,38,25,35,23,1,2,18,31,232,90,12.311111111111112,4,0,2,0.044444444444444446,0.0
13,16,18,40,18,23,1,3,18,17,134,80,11.5,40,0,2,0.5,0.0
37,23,44,19,30,43,1,2,18,23,158,114,11.570175438596491,40,0,2,0.3508771929824561,0.0
40,20,41,34,31,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
19,25,23,36,26,39,1,6,12,20,203,80,12.5,0,0,2,0.0,0.0
44,17,21,43,25,22,1,4,10,74,80,80,13.0,0,0,2,0.0,0.0
16,18,20,37,29,28,1,5,12,27,16,80,12.0,0,0,2,0.0,0.0
41,39,22,39,33,38,1,6,12,19,50,108,12.722222222222221,80,0,2,0.7407407407407407,0.0
33,18,12,32,34,34,1,3,16,58,124,90,12.955555555555556,0,0,2,0.0,0.0
48,37,15,18,32,16,1,0,21,66,93,316,11.85126582278481,179,0,2,0.5664556962025317,0.0
43,22,11,39,27,28,1,6,12,8,106,111,11.9009009009009,40,0,2,0.36036036036036034,0.0
46,21,25,17,32,27,1,2,18,3,1,134,13.082089552238806,40,0,2,0.29850746268656714,0.0
17,18,20,26,21,9,1,4,18,18,18,102,12.637254901960784,0,14,2,0.0,0.13725490196078433
17,15,34,15,25,32,1,4,10,68,129,112,12.678571428571429,80,0,2,0.7142857142857143,0.0
21,21,31,22,24,28,1,6,12,8,106,80,12.0,40,0,2,0.5,0.0
40,16,45,16,40,42,1,8,14,46,73,80,11.125,15,0,2,0.1875,0.0
35,24,38,20,34,21,1,3,18,86,43,80,11.9875,19,0,2,0.2375,0.0
36,35,21,41,17,28,1,6,12,8,106,80,12.0125,40,0,2,0.5,0.0
23,20,15,24,29,28,1,6,12,49,123,131,12.885496183206106,58,0,2,0.44274809160305345,0.0
46,44,21,26,31,31,1,8,11,5,75,111,11.792792792792794,19,0,2,0.17117117117117117,0.0
35,33,39,49,29,4,1,3,18,18,237,80,13.55,40,0,2,0.5,0.0
37,15,44,35,32,23,1,4,18,14,155,80,11.5375,40,0,2,0.5,0.0
49,46,30,23,30,9,1,4,18,18,18,111,12.468468468468469,0,0,2,0.0,0.0
45,22,44,23,33,20,1,1,13,3,242,111,12.576576576576576,80,0,2,0.7207207207207207,0.0
39,46,14,46,26,33,1,0,21,41,162,138,12.94927536231884,0,0,2,0.0,0.0
38,34,16,35,28,19,1,4,10,30,84,90,11.444444444444445,18,0,2,0.2,0.0
39,48,38,50,30,7,1,0,21,3,206,114,13.201754385964913,40,0,2,0.3508771929824561,0.0
45,15,27,25,23,21,1,3,18,26,25,80,13.5,0,0,2,0.0,0.0
31,36,27,45,25,31,1,8,11,5,75,114,12.052631578947368,20,0,2,0.17543859649122806,0.0
30,35,42,23,25,5,1,2,16,28,234,80,13.0,0,0,2,0.0,0.0
43,41,26,38,28,25,1,0,20,45,157,80,12.5,0,0,2,0.0,0.0
32,15,37,17,33,9,1,3,18,25,141,128,12.4140625,17,0,2,0.1328125,0.0
34,18,25,36,32,5,1,3,16,56,226,127,13.228346456692913,0,9,2,0.0,0.07086614173228346
48,49,17,37,28,23,1,2,18,17,15,80,12.7875,17,0,2,0.2125,0.0
12,16,18,40,27,9,1,4,18,72,166,109,12.385321100917432,17,0,2,0.1559633027522936,0.0
16,41,25,17,23,28,1,6,12,20,98,80,12.5,0,0,2,0.0,0.0
42,40,36,15,29,32,1,3,10,74,172,80,12.025,40,0,2,0.5,0.0
43,15,41,49,39,29,1,4,4,3,125,80,12.025,40,0,2,0.5,0.0
21,15,47,28,28,13,1,2,18,39,99,80,11.5125,40,0,2,0.5,0.0
30,12,32,18,23,42,1,9,14,70,218,80,13.0,0,0,2,0.0,0.0
50,30,38,47,35,23,1,4,18,75,11,80,12.0,40,0,2,0.5,0.0
40,43,37,40,33,22,1,4,10,51,149,127,11.559055118110237,41,4,2,0.3228346456692913,0.031496062992125984
33,44,37,18,32,31,1,9,11,47,1,130,11.553846153846154,56,0,2,0.4307692307692308,0.0
48,29,34,43,28,34,1,2,16,11,228,80,13.5,0,0,2,0.0,0.0
42,49,34,23,27,9,1,2,18,18,51,80,13.0375,3,0,2,0.0375,0.0
18,22,40,39,18,23,1,3,18,75,3,80,12.025,18,0,2,0.225,0.0
28,18,21,20,25,32,1,2,10,1,19,80,13.5,0,0,2,0.0,0.0
47,41,36,27,25,1,1,5,19,3,90,154,12.46103896103896,44,0,2,0.2857142857142857,0.0
43,43,14,23,30,31,1,8,11,34,214,86,10.848837209302326,42,0,2,0.4883720930232558,0.0
38,42,13,15,29,38,1,6,12,13,40,80,13.1625,41,0,2,0.5125,0.0
42,23,39,14,38,26,1,4,10,68,129,94,11.946808510638299,94,3,2,1.0,0.031914893617021274
41,36,44,14,27,22,1,4,10,44,128,114,11.780701754385966,0,0,2,0.0,0.0
35,20,17,16,36,36,1,4,16,6,188,80,13.0125,1,0,2,0.0125,0.0
40,27,38,21,27,40,1,2,18,40,174,80,11.5,40,0,2,0.5,0.0
35,36,36,23,37,16,1,0,21,84,138,370,12.272972972972973,230,38,2,0.6216216216216216,0.10270270270270271
13,23,45,17,26,21,1,3,18,26,25,142,13.612676056338028,0,0,2,0.0,0.0
48,40,45,43,27,13,1,4,16,43,86,80,11.5125,40,0,2,0.5,0.0
21,12,30,48,28,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
19,17,42,36,37,31,1,8,11,34,214,80,11.025,40,0,2,0.5,0.0
39,42,50,37,26,33,1,0,21,57,189,80,12.05,19,0,2,0.2375,0.0
36,25,42,15,31,23,1,4,18,37,209,100,9.94,51,18,2,0.51,0.18
17,13,31,17,26,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
48,44,32,18,32,26,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
18,19,13,19,31,16,1,0,21,29,39,282,10.843971631205674,170,0,2,0.6028368794326241,0.0
32,34,47,21,29,23,1,3,18,24,14,113,13.008849557522124,0,0,2,0.0,0.0
39,36,23,10,34,42,1,9,14,70,218,80,13.0,0,0,2,0.0,0.0
45,10,19,50,18,42,1,3,18,23,72,120,11.925,43,8,2,0.35833333333333334,0.06666666666666667
46,41,23,44,28,38,1,5,12,13,178,80,11.0,40,0,2,0.5,0.0
22,30,35,12,29,5,1,2,16,88,24,114,12.850877192982455,0,0,2,0.0,0.0
36,42,21,13,35,23,1,3,18,75,3,80,12.1,17,0,2,0.2125,0.0
42,18,23,44,32,13,1,3,18,39,142,112,12.625,0,0,2,0.0,0.0
21,42,16,20,28,20,1,4,16,11,2,128,11.6328125,44,0,2,0.34375,0.0
43,37,24,48,33,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
50,43,46,10,28,16,1,0,21,29,39,302,12.152317880794701,185,0,2,0.6125827814569537,0.0
17,19,42,18,25,42,1,2,18,72,66,80,13.0,0,0,2,0.0,0.0
33,38,14,47,26,42,1,8,14,54,161,80,12.125,14,0,2,0.175,0.0
35,22,21,33,27,26,1,3,10,1,48,80,12.5,15,0,2,0.1875,0.0
42,36,15,17,35,20,1,0,20,2,195,80,12.525,42,0,2,0.525,0.0
30,15,31,19,40,31,1,8,11,34,214,80,11.025,40,0,2,0.5,0.0
18,15,45,20,32,26,1,2,10,74,238,113,10.920353982300885,40,0,2,0.35398230088495575,0.0
38,17,30,39,38,38,1,5,12,63,190,80,11.5,18,0,2,0.225,0.0
33,24,23,35,33,1,1,4,16,6,188,171,12.75438596491228,11,23,2,0.06432748538011696,0.13450292397660818
44,21,43,21,35,28,1,5,12,49,145,80,11.5,40,0,2,0.5,0.0
25,20,41,17,29,26,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
23,41,21,42,31,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
42,15,18,30,30,1,1,0,17,3,210,80,13.525,40,0,2,0.5,0.0
16,40,44,26,36,9,1,2,18,83,52,115,11.721739130434782,16,0,2,0.1391304347826087,0.0
50,50,45,37,24,23,1,2,18,17,15,130,12.63076923076923,22,0,2,0.16923076923076924,0.0
36,42,20,32,31,4,1,4,18,64,110,80,12.0,40,0,2,0.5,0.0
39,43,17,48,27,42,1,8,14,4,114,134,11.485074626865671,40,0,2,0.29850746268656714,0.0
12,24,22,50,20,13,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
42,36,23,14,24,5,1,4,16,56,109,80,13.075,0,0,2,0.0,0.0
39,30,16,36,28,21,1,2,18,26,152,80,11.0,40,0,2,0.5,0.0
38,33,18,13,33,23,1,2,18,37,177,80,13.0,0,0,2,0.0,0.0
19,21,37,15,32,5,1,3,16,56,226,141,13.127659574468085,0,0,2,0.0,0.0
27,37,20,22,26,22,1,3,10,68,56,78,12.5,0,0,2,0.0,0.0
17,20,21,35,34,38,1,6,12,7,23,80,12.5,0,0,2,0.0,0.0
34,42,15,15,38,33,1,0,21,16,235,80,12.6125,17,0,2,0.2125,0.0
17,25,16,16,24,40,1,3,18,10,236,155,11.832258064516129,30,2,2,0.1935483870967742,0.012903225806451613
15,15,23,43,22,45,1,2,16,88,24,148,12.128378378378379,34,48,2,0.22972972972972974,0.32432432432432434
40,37,17,32,22,38,1,5,12,79,202,111,12.45045045045045,15,0,2,0.13513513513513514,0.0
21,30,16,21,32,9,1,2,18,72,66,80,13.0,0,0,2,0.0,0.0
41,19,21,24,31,9,1,4,18,35,4,140,12.278571428571428,41,0,2,0.29285714285714287,0.0
41,17,25,15,25,32,1,4,10,30,126,80,11.5625,20,0,2,0.25,0.0
31,41,22,43,27,28,1,5,12,49,145,80,11.5125,40,0,2,0.5,0.0
22,20,34,13,18,38,1,6,12,7,23,80,12.5,0,0,2,0.0,0.0
49,44,21,37,24,9,1,2,18,83,52,141,11.794326241134751,26,4,2,0.18439716312056736,0.028368794326241134
47,44,39,50,33,7,1,4,16,3,79,102,11.617647058823529,0,0,2,0.0,0.0
36,39,16,16,22,6,1,2,18,40,174,143,11.643356643356643,42,0,2,0.2937062937062937,0.0
45,43,33,50,31,12,1,7,15,3,231,113,11.938053097345133,40,0,2,0.35398230088495575,0.0
34,10,45,50,28,38,1,5,12,7,92,129,13.891472868217054,41,0,2,0.3178294573643411,0.0
43,35,17,22,32,45,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
41,38,47,15,32,19,1,3,10,30,105,156,12.173076923076923,35,2,2,0.22435897435897437,0.01282051282051282
49,19,19,25,26,38,1,6,12,79,31,80,11.5125,40,0,2,0.5,0.0
35,22,40,37,24,32,1,2,10,1,19,113,13.43362831858407,0,0,2,0.0,0.0
21,19,39,41,46,41,1,4,18,3,77,80,11.55,14,0,2,0.175,0.0
46,16,38,21,30,33,1,0,21,16,235,139,12.244604316546763,19,0,2,0.1366906474820144,0.0
12,38,20,21,33,1,1,8,2,3,143,80,11.55,17,0,2,0.2125,0.0
31,32,32,13,24,1,1,2,18,42,76,80,13.5,40,0,2,0.5,0.0
47,40,22,25,28,26,1,2,10,74,238,137,10.824817518248175,41,0,2,0.29927007299270075,0.0
36,40,25,40,34,35,1,2,16,58,163,80,12.5125,0,0,2,0.0,0.0
17,30,46,23,39,28,1,5,12,20,121,80,12.125,15,0,2,0.1875,0.0
38,44,22,15,33,42,1,4,18,23,102,80,11.5,40,0,2,0.5,0.0
26,10,40,14,30,21,1,4,18,21,153,132,14.022727272727273,44,0,2,0.3333333333333333,0.0
38,19,41,30,33,42,1,8,14,70,170,80,12.5125,16,0,2,0.2,0.0
19,38,43,42,30,28,1,6,12,15,151,111,12.225225225225225,0,0,2,0.0,0.0
31,34,10,43,35,31,1,8,11,71,181,114,11.850877192982455,58,22,2,0.5087719298245614,0.19298245614035087
11,26,37,26,29,13,1,3,18,22,184,80,12.5,40,0,2,0.5,0.0
47,42,24,14,30,28,1,5,12,49,145,80,11.525,40,0,2,0.5,0.0
39,42,18,46,24,9,1,2,16,67,38,109,11.46788990825688,40,0,2,0.3669724770642202,0.0
44,30,25,45,30,42,1,2,18,36,182,80,13.075,38,0,2,0.475,0.0
19,21,35,42,30,9,1,4,18,72,166,187,12.229946524064172,27,51,2,0.1443850267379679,0.2727272727272727
43,16,35,34,30,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
19,22,19,45,33,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
46,17,42,27,20,43,1,2,18,36,182,122,12.401639344262295,38,0,2,0.3114754098360656,0.0
20,44,12,16,32,38,1,6,12,63,140,108,11.87037037037037,40,0,2,0.37037037037037035,0.0
46,22,24,10,21,1,1,1,13,3,167,113,12.63716814159292,80,0,2,0.7079646017699115,0.0
35,31,36,19,28,42,1,8,14,70,170,80,12.625,13,0,2,0.1625,0.0
36,15,34,17,39,28,1,5,12,20,121,80,12.075,15,0,2,0.1875,0.0
41,26,49,32,23,32,1,3,10,51,147,80,13.0,0,0,2,0.0,0.0
10,22,37,23,25,42,1,8,14,61,115,128,12.9453125,44,35,2,0.34375,0.2734375
50,49,15,19,35,16,1,0,21,50,211,330,11.530303030303031,171,0,2,0.5181818181818182,0.0
29,17,15,30,25,28,1,6,12,8,106,113,12.053097345132743,40,0,2,0.35398230088495575,0.0
42,30,26,28,29,23,1,3,18,17,134,98,11.489795918367347,57,0,2,0.5816326530612245,0.0
39,38,16,39,24,23,1,3,18,75,3,80,12.075,17,0,2,0.2125,0.0
39,41,18,42,26,28,1,6,12,49,123,80,13.575,57,0,2,0.7125,0.0
44,43,29,27,29,16,1,0,21,9,135,314,12.066878980891719,186,0,2,0.5923566878980892,0.0
33,44,25,44,32,28,1,6,12,8,106,80,12.0,40,0,2,0.5,0.0
18,42,25,41,40,9,1,3,18,38,118,80,12.125,16,0,2,0.2,0.0
16,30,35,19,32,41,1,2,18,3,201,127,11.937007874015748,0,0,2,0.0,0.0
40,35,18,22,31,9,1,2,18,42,76,80,13.5,40,0,2,0.5,0.0
41,45,17,20,30,6,1,4,16,82,36,80,12.6125,17,0,2,0.2125,0.0
38,25,48,42,33,38,1,6,12,13,40,80,12.975,38,0,2,0.475,0.0
17,35,30,38,30,31,1,8,11,34,214,80,11.0125,40,0,2,0.5,0.0
39,35,35,50,33,13,1,2,18,22,191,111,11.531531531531531,40,0,2,0.36036036036036034,0.0
16,37,18,22,27,38,1,5,12,79,202,80,12.5625,19,0,2,0.2375,0.0
39,42,35,16,20,41,1,3,18,3,41,79,12.139240506329115,18,0,2,0.22784810126582278,0.0
40,44,44,16,29,38,1,6,12,48,30,100,12.8,0,0,2,0.0,0.0
22,39,42,37,22,17,1,5,1,3,187,80,13.5,40,0,2,0.5,0.0
21,22,39,18,31,38,1,5,12,19,227,80,11.5,40,0,2,0.5,0.0
28,41,20,36,29,31,1,8,11,34,214,80,11.025,40,0,2,0.5,0.0
43,15,39,43,30,40,1,4,18,10,243,138,13.123188405797102,0,0,2,0.0,0.0
41,37,30,16,27,31,1,9,11,5,225,134,12.313432835820896,0,0,2,0.0,0.0
38,27,40,19,31,43,1,3,18,23,72,80,12.0,40,0,2,0.5,0.0
10,19,40,20,34,38,1,6,12,87,197,80,12.4875,16,0,2,0.2,0.0
50,30,40,36,20,41,1,2,18,3,201,158,11.816455696202532,11,33,2,0.06962025316455696,0.2088607594936709
43,44,22,10,32,38,1,6,12,63,140,80,12.0875,40,0,2,0.5,0.0
30,13,10,42,33,42,1,8,14,54,161,80,12.0125,17,0,2,0.2125,0.0
37,42,41,38,36,26,1,2,10,59,241,80,10.5,40,0,2,0.5,0.0
13,44,39,33,29,5,1,4,16,58,244,80,12.5,40,0,2,0.5,0.0
35,40,25,32,31,28,1,6,12,81,60,80,12.0625,16,0,2,0.2,0.0
26,27,45,25,30,22,1,3,10,59,22,80,10.5,40,0,2,0.5,0.0
18,22,33,27,31,9,1,3,18,83,150,86,12.13953488372093,18,0,2,0.20930232558139536,0.0
27,30,36,37,31,43,1,3,18,36,64,80,12.0,20,0,2,0.25,0.0
35,50,20,36,37,36,1,3,16,6,10,118,11.771186440677965,44,25,2,0.3728813559322034,0.211864406779661
23,29,17,23,21,41,1,4,18,3,77,80,11.5375,16,0,2,0.2,0.0
47,35,40,39,24,42,1,2,18,72,66,80,13.0,0,0,2,0.0,0.0
24,46,15,22,31,16,1,0,21,50,211,347,12.193083573487032,184,0,2,0.5302593659942363,0.0
40,40,22,10,31,31,1,8,11,55,96,113,12.548672566371682,0,0,2,0.0,0.0
40,33,36,26,34,22,1,3,10,59,22,117,10.52991452991453,42,5,2,0.358974358974359,0.042735042735042736
40,37,19,19,33,26,1,3,10,30,97,112,12.473214285714286,17,0,2,0.15178571428571427,0.0
39,16,40,26,26,21,1,3,18,86,43,80,12.025,20,0,2,0.25,0.0
42,37,45,30,26,21,1,3,18,86,43,138,11.46376811594203,36,4,2,0.2608695652173913,0.028985507246376812
40,40,39,43,37,23,1,2,18,31,232,80,12.025,0,0,2,0.0,0.0
27,25,32,43,34,38,1,5,12,48,55,80,11.5,40,0,2,0.5,0.0
10,10,37,44,30,9,1,3,16,43,111,80,12.5125,41,0,2,0.5125,0.0
12,11,16,21,28,33,1,0,21,41,162,80,13.0,0,0,2,0.0,0.0
49,35,11,22,27,6,1,3,18,35,21,109,12.055045871559633,14,0,2,0.12844036697247707,0.0
38,19,25,37,29,33,1,0,21,12,101,80,13.025,2,0,2,0.025,0.0
44,21,36,18,28,39,1,5,12,48,148,80,11.5,40,0,2,0.5,0.0
47,16,20,45,29,34,1,4,16,58,244,122,12.344262295081966,41,0,2,0.3360655737704918,0.0
17,20,23,19,32,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
39,34,22,18,23,40,1,4,18,40,212,110,12.063636363636364,0,0,2,0.0,0.0
38,37,26,35,25,31,1,9,11,5,225,139,12.100719424460431,0,0,2,0.0,0.0
45,32,42,42,33,20,1,3,16,56,117,133,13.157894736842104,0,0,2,0.0,0.0
34,41,36,12,33,9,1,4,18,35,4,109,12.376146788990825,42,0,2,0.3853211009174312,0.0
38,35,21,35,29,43,1,4,18,23,102,161,11.602484472049689,49,26,2,0.30434782608695654,0.16149068322981366
40,25,49,23,29,28,1,5,12,27,16,82,12.024390243902438,0,0,2,0.0,0.0
18,20,47,15,32,16,1,0,21,9,135,334,12.323353293413174,244,0,2,0.7305389221556886,0.0
16,42,40,14,24,23,1,3,18,37,54,80,12.1375,16,0,2,0.2,0.0
19,10,38,19,30,28,1,5,12,81,127,120,12.05,38,0,2,0.31666666666666665,0.0
42,42,19,41,31,23,1,4,18,17,82,109,12.064220183486238,21,0,2,0.1926605504587156,0.0
40,14,41,20,33,32,1,4,10,68,129,114,12.833333333333334,81,0,2,0.7105263157894737,0.0
36,38,37,23,39,13,1,4,18,35,4,80,12.5125,41,0,2,0.5125,0.0
38,19,17,36,29,13,1,3,18,10,236,80,12.0125,17,0,2,0.2125,0.0
41,21,26,23,32,41,1,2,18,3,201,142,12.070422535211268,0,24,2,0.0,0.16901408450704225
36,19,20,17,26,33,1,0,21,57,189,80,12.025,18,0,2,0.225,0.0
50,37,38,13,22,38,1,6,12,48,30,94,12.48936170212766,10,6,2,0.10638297872340426,0.06382978723404255
40,33,39,17,27,31,1,9,11,71,146,100,12.52,20,2,2,0.2,0.02
42,41,42,40,30,45,1,4,16,56,109,80,13.0375,0,0,2,0.0,0.0
44,50,27,19,19,31,1,8,11,62,168,114,12.833333333333334,19,0,2,0.16666666666666666,0.0
20,26,14,27,26,21,1,2,18,26,152,111,11.108108108108109,40,0,2,0.36036036036036034,0.0
41,40,40,38,34,4,1,4,18,31,110,80,13.5,40,0,2,0.5,0.0
22,23,18,22,29,41,1,3,18,3,41,80,12.05,19,0,2,0.2375,0.0
48,18,46,46,28,28,1,6,12,65,69,80,11.55,19,0,2,0.2375,0.0
30,20,32,24,26,21,1,2,18,86,53,80,13.5,40,0,2,0.5,0.0
43,39,46,17,25,38,1,6,12,13,40,80,13.0375,41,0,2,0.5125,0.0
36,38,15,37,27,38,1,6,12,19,50,80,13.0125,80,0,2,1.0,0.0
47,50,42,38,34,26,1,4,10,74,80,80,13.0,0,0,2,0.0,0.0
40,46,33,13,26,3,1,1,13,3,167,86,13.023255813953488,80,0,2,0.9302325581395349,0.0
40,43,15,45,23,23,1,4,18,36,44,80,10.5,40,0,2,0.5,0.0
39,32,30,29,35,21,1,4,18,86,200,80,13.0,0,0,2,0.0,0.0
41,46,23,47,30,31,1,9,11,47,1,115,11.773913043478261,40,0,2,0.34782608695652173,0.0
41,36,15,18,40,9,1,2,18,38,63,80,11.55,40,0,2,0.5,0.0
37,44,22,21,22,23,1,4,18,75,11,80,12.0,40,0,2,0.5,0.0
46,35,43,22,36,9,1,3,18,64,159,122,11.098360655737705,42,0,2,0.3442622950819672,0.0
39,18,48,22,25,4,1,4,18,18,110,139,12.56115107913669,0,0,2,0.0,0.0
27,30,35,19,34,40,1,2,18,10,46,80,12.5,40,0,2,0.5,0.0
39,34,27,19,29,38,1,5,12,48,55,80,11.5,40,0,2,0.5,0.0
18,39,19,18,26,23,1,4,18,31,221,100,13.6,40,0,2,0.4,0.0
41,45,28,11,29,25,1,0,20,76,133,110,12.836363636363636,49,0,2,0.44545454545454544,0.0
36,26,19,15,21,31,1,9,11,47,1,122,11.745901639344263,44,0,2,0.36065573770491804,0.0
38,32,46,23,24,31,1,8,11,71,181,80,12.025,40,0,2,0.5,0.0
39,21,12,17,29,6,1,3,18,39,142,140,12.457142857142857,0,25,2,0.0,0.17857142857142858
28,22,41,19,38,32,1,2,10,30,223,136,12.536764705882353,0,0,2,0.0,0.0
24,19,40,33,18,9,1,4,18,83,193,121,12.801652892561984,0,0,2,0.0,0.0
18,10,38,34,37,13,1,4,16,67,130,131,11.419847328244275,43,8,2,0.3282442748091603,0.061068702290076333
43,46,42,15,34,35,1,4,16,58,244,139,12.647482014388489,42,0,2,0.302158273381295,0.0
44,18,40,19,32,23,1,4,18,31,221,104,13.721153846153847,44,0,2,0.4230769230769231,0.0
25,22,49,43,28,4,1,4,18,52,110,139,13.510791366906474,22,0,2,0.15827338129496402,0.0
39,31,16,39,26,26,1,2,10,44,0,80,12.5,40,0,2,0.5,0.0
46,22,24,26,32,38,1,5,12,63,190,108,11.5,18,0,2,0.16666666666666666,0.0
